uid,block,offset_ms,tol_ms,category,emotion_3408,intent_3408_last,speaker_count_3408_last,emotion_3407,emotion_3409
ex01_confused_00028,ex01::HE WROTE GULLIVER'S TRAVEL,0.0,40.0,vowel → consonant,1,1,0,1,1
ex01_confused_00028,ex01::HE WROTE GULLIVER'S TRAVEL,0.0,40.0,vowel → consonant,1,1,0,1,1
ex01_confused_00028,ex01::HE WROTE GULLIVER'S TRAVEL,0.0,40.0,consonant → vowel,0,1,1,1,0
ex01_confused_00028,ex01::HE WROTE GULLIVER'S TRAVEL,0.0,40.0,other/interior,0,1,1,1,0
ex01_confused_00028,ex01::HE WROTE GULLIVER'S TRAVEL,12.5,20.0,other/interior,0,0,0,0,0
ex01_confused_00028,ex01::HE WROTE GULLIVER'S TRAVEL,12.5,20.0,other/interior,1,1,1,1,0
ex01_confused_00028,ex01::HE WROTE GULLIVER'S TRAVEL,12.5,20.0,other/interior,0,1,0,0,0
ex01_confused_00028,ex01::HE WROTE GULLIVER'S TRAVEL,12.5,20.0,other/interior,0,0,0,0,0
ex01_confused_00028,ex01::HE WROTE GULLIVER'S TRAVEL,12.5,20.0,vowel → consonant,0,1,0,0,0
ex01_confused_00028,ex01::HE WROTE GULLIVER'S TRAVEL,12.5,20.0,consonant → vowel,1,1,1,1,1
ex01_confused_00028,ex01::HE WROTE GULLIVER'S TRAVEL,12.5,20.0,other/interior,1,1,0,1,0
ex01_confused_00028,ex01::HE WROTE GULLIVER'S TRAVEL,12.5,20.0,other/interior,0,1,0,0,0
ex01_confused_00028,ex01::HE WROTE GULLIVER'S TRAVEL,12.5,20.0,vowel → consonant,1,1,0,0,1
ex01_confused_00028,ex01::HE WROTE GULLIVER'S TRAVEL,12.5,20.0,other/interior,1,1,0,0,1
ex01_confused_00028,ex01::HE WROTE GULLIVER'S TRAVEL,12.5,20.0,consonant → vowel,1,1,1,1,1
ex01_confused_00028,ex01::HE WROTE GULLIVER'S TRAVEL,12.5,20.0,vowel → consonant,1,1,0,1,1
ex01_confused_00028,ex01::HE WROTE GULLIVER'S TRAVEL,12.5,20.0,other/interior,0,0,0,0,0
ex01_confused_00028,ex01::HE WROTE GULLIVER'S TRAVEL,12.5,20.0,other/interior,1,1,0,0,0
ex01_confused_00028,ex01::HE WROTE GULLIVER'S TRAVEL,12.5,20.0,consonant → vowel,0,1,0,1,1
ex01_confused_00028,ex01::HE WROTE GULLIVER'S TRAVEL,12.5,20.0,vowel → consonant,0,0,0,0,0
ex01_confused_00028,ex01::HE WROTE GULLIVER'S TRAVEL,12.5,20.0,other/interior,1,1,0,1,1
ex01_confused_00028,ex01::HE WROTE GULLIVER'S TRAVEL,12.5,20.0,consonant → vowel,0,1,1,0,0
ex01_confused_00028,ex01::HE WROTE GULLIVER'S TRAVEL,12.5,20.0,other/interior,0,1,0,0,0
ex01_confused_00028,ex01::HE WROTE GULLIVER'S TRAVEL,12.5,20.0,other/interior,0,0,0,0,0
ex01_confused_00028,ex01::HE WROTE GULLIVER'S TRAVEL,12.5,20.0,vowel → consonant,1,1,0,1,0
ex01_confused_00028,ex01::HE WROTE GULLIVER'S TRAVEL,12.5,20.0,other/interior,0,1,0,0,1
ex01_confused_00028,ex01::HE WROTE GULLIVER'S TRAVEL,12.5,20.0,other/interior,1,1,0,1,0
ex01_confused_00028,ex01::HE WROTE GULLIVER'S TRAVEL,12.5,20.0,consonant → vowel,1,1,1,1,1
ex01_confused_00028,ex01::HE WROTE GULLIVER'S TRAVEL,12.5,20.0,other/interior,1,1,0,1,1
ex01_confused_00028,ex01::HE WROTE GULLIVER'S TRAVEL,12.5,20.0,vowel → consonant,1,1,0,1,1
ex01_confused_00028,ex01::HE WROTE GULLIVER'S TRAVEL,12.5,20.0,consonant → vowel,0,1,1,1,0
ex01_confused_00028,ex01::HE WROTE GULLIVER'S TRAVEL,12.5,20.0,other/interior,0,1,1,1,0
ex01_confused_00028,ex01::HE WROTE GULLIVER'S TRAVEL,12.5,40.0,other/interior,0,0,0,0,0
ex01_confused_00028,ex01::HE WROTE GULLIVER'S TRAVEL,12.5,40.0,consonant → vowel,1,1,1,1,0
ex01_confused_00028,ex01::HE WROTE GULLIVER'S TRAVEL,12.5,40.0,other/interior,0,1,0,0,0
ex01_confused_00028,ex01::HE WROTE GULLIVER'S TRAVEL,12.5,40.0,other/interior,0,0,0,0,0
ex01_confused_00028,ex01::HE WROTE GULLIVER'S TRAVEL,12.5,40.0,vowel → consonant,0,1,0,0,0
ex01_confused_00028,ex01::HE WROTE GULLIVER'S TRAVEL,12.5,40.0,consonant → vowel,1,1,1,1,1
ex01_confused_00028,ex01::HE WROTE GULLIVER'S TRAVEL,12.5,40.0,other/interior,1,1,0,1,0
ex01_confused_00028,ex01::HE WROTE GULLIVER'S TRAVEL,12.5,40.0,other/interior,0,1,0,0,0
ex01_confused_00028,ex01::HE WROTE GULLIVER'S TRAVEL,12.5,40.0,vowel → consonant,1,1,0,0,1
ex01_confused_00028,ex01::HE WROTE GULLIVER'S TRAVEL,12.5,40.0,other/interior,1,1,0,0,1
ex01_confused_00028,ex01::HE WROTE GULLIVER'S TRAVEL,12.5,40.0,consonant → vowel,1,1,1,1,1
ex01_confused_00028,ex01::HE WROTE GULLIVER'S TRAVEL,12.5,40.0,vowel → consonant,1,1,0,1,1
ex01_confused_00028,ex01::HE WROTE GULLIVER'S TRAVEL,12.5,40.0,vowel → consonant,0,0,0,0,0
ex01_confused_00028,ex01::HE WROTE GULLIVER'S TRAVEL,12.5,40.0,other/interior,1,1,0,0,0
ex01_confused_00028,ex01::HE WROTE GULLIVER'S TRAVEL,12.5,40.0,consonant → vowel,0,1,0,1,1
ex01_confused_00028,ex01::HE WROTE GULLIVER'S TRAVEL,12.5,40.0,vowel → consonant,0,0,0,0,0
ex01_confused_00028,ex01::HE WROTE GULLIVER'S TRAVEL,12.5,40.0,vowel → consonant,1,1,0,1,1
ex01_confused_00028,ex01::HE WROTE GULLIVER'S TRAVEL,12.5,40.0,consonant → vowel,0,1,1,0,0
ex01_confused_00028,ex01::HE WROTE GULLIVER'S TRAVEL,12.5,40.0,other/interior,0,1,0,0,0
ex01_confused_00028,ex01::HE WROTE GULLIVER'S TRAVEL,12.5,40.0,other/interior,0,0,0,0,0
ex01_confused_00028,ex01::HE WROTE GULLIVER'S TRAVEL,12.5,40.0,vowel → consonant,1,1,0,1,0
ex01_confused_00028,ex01::HE WROTE GULLIVER'S TRAVEL,12.5,40.0,vowel → consonant,0,1,0,0,1
ex01_confused_00028,ex01::HE WROTE GULLIVER'S TRAVEL,12.5,40.0,other/interior,1,1,0,1,0
ex01_confused_00028,ex01::HE WROTE GULLIVER'S TRAVEL,12.5,40.0,consonant → vowel,1,1,1,1,1
ex01_confused_00028,ex01::HE WROTE GULLIVER'S TRAVEL,12.5,40.0,vowel → consonant,1,1,0,1,1
ex01_confused_00028,ex01::HE WROTE GULLIVER'S TRAVEL,12.5,40.0,vowel → consonant,1,1,0,1,1
ex01_confused_00028,ex01::HE WROTE GULLIVER'S TRAVEL,12.5,40.0,consonant → vowel,0,1,1,1,0
ex01_confused_00028,ex01::HE WROTE GULLIVER'S TRAVEL,12.5,40.0,other/interior,0,1,1,1,0
ex01_confused_00146,ex01::LYNN'S WORKING ON SAGE'S LYRICS,0.0,20.0,other/interior,0,0,1,0,0
ex01_confused_00146,ex01::LYNN'S WORKING ON SAGE'S LYRICS,0.0,20.0,other/interior,1,1,0,1,1
ex01_confused_00146,ex01::LYNN'S WORKING ON SAGE'S LYRICS,0.0,20.0,vowel → consonant,0,1,0,0,0
ex01_confused_00146,ex01::LYNN'S WORKING ON SAGE'S LYRICS,0.0,20.0,other/interior,0,1,0,0,0
ex01_confused_00146,ex01::LYNN'S WORKING ON SAGE'S LYRICS,0.0,20.0,other/interior,0,1,0,1,0
ex01_confused_00146,ex01::LYNN'S WORKING ON SAGE'S LYRICS,0.0,20.0,other/interior,1,1,0,1,1
ex01_confused_00146,ex01::LYNN'S WORKING ON SAGE'S LYRICS,0.0,20.0,other/interior,0,0,0,0,0
ex01_confused_00146,ex01::LYNN'S WORKING ON SAGE'S LYRICS,0.0,20.0,other/interior,1,1,1,1,1
ex01_confused_00146,ex01::LYNN'S WORKING ON SAGE'S LYRICS,0.0,20.0,other/interior,1,1,0,1,1
ex01_confused_00146,ex01::LYNN'S WORKING ON SAGE'S LYRICS,0.0,20.0,vowel → consonant,1,1,0,1,1
ex01_confused_00146,ex01::LYNN'S WORKING ON SAGE'S LYRICS,0.0,20.0,consonant → vowel,1,1,1,1,1
ex01_confused_00146,ex01::LYNN'S WORKING ON SAGE'S LYRICS,0.0,20.0,vowel → consonant,0,1,0,1,0
ex01_confused_00146,ex01::LYNN'S WORKING ON SAGE'S LYRICS,0.0,20.0,other/interior,1,1,0,0,1
ex01_confused_00146,ex01::LYNN'S WORKING ON SAGE'S LYRICS,0.0,20.0,consonant → vowel,0,1,1,1,0
ex01_confused_00146,ex01::LYNN'S WORKING ON SAGE'S LYRICS,0.0,20.0,other/interior,0,1,0,0,0
ex01_confused_00146,ex01::LYNN'S WORKING ON SAGE'S LYRICS,0.0,20.0,vowel → consonant,0,0,0,0,0
ex01_confused_00146,ex01::LYNN'S WORKING ON SAGE'S LYRICS,0.0,20.0,other/interior,1,1,0,1,0
ex01_confused_00146,ex01::LYNN'S WORKING ON SAGE'S LYRICS,0.0,20.0,consonant → vowel,1,1,1,1,1
ex01_confused_00146,ex01::LYNN'S WORKING ON SAGE'S LYRICS,0.0,20.0,other/interior,0,0,0,0,0
ex01_confused_00146,ex01::LYNN'S WORKING ON SAGE'S LYRICS,0.0,20.0,other/interior,0,1,0,0,0
ex01_confused_00146,ex01::LYNN'S WORKING ON SAGE'S LYRICS,0.0,20.0,consonant → vowel,1,1,1,1,1
ex01_confused_00146,ex01::LYNN'S WORKING ON SAGE'S LYRICS,0.0,20.0,other/interior,0,0,0,0,0
ex01_confused_00146,ex01::LYNN'S WORKING ON SAGE'S LYRICS,0.0,20.0,other/interior,0,0,0,0,0
ex01_confused_00146,ex01::LYNN'S WORKING ON SAGE'S LYRICS,0.0,20.0,vowel → consonant,1,1,0,1,1
ex01_confused_00146,ex01::LYNN'S WORKING ON SAGE'S LYRICS,0.0,20.0,vowel → consonant,0,1,0,1,0
ex01_confused_00146,ex01::LYNN'S WORKING ON SAGE'S LYRICS,0.0,20.0,other/interior,1,1,1,0,0
ex01_confused_00146,ex01::LYNN'S WORKING ON SAGE'S LYRICS,0.0,20.0,consonant → vowel,1,1,1,1,1
ex01_confused_00146,ex01::LYNN'S WORKING ON SAGE'S LYRICS,0.0,20.0,vowel → consonant,1,1,0,1,1
ex01_confused_00146,ex01::LYNN'S WORKING ON SAGE'S LYRICS,0.0,20.0,other/interior,1,1,1,1,0
ex01_confused_00146,ex01::LYNN'S WORKING ON SAGE'S LYRICS,0.0,20.0,other/interior,1,1,0,0,0
ex01_confused_00146,ex01::LYNN'S WORKING ON SAGE'S LYRICS,0.0,20.0,other/interior,0,1,0,1,1
ex01_confused_00146,ex01::LYNN'S WORKING ON SAGE'S LYRICS,0.0,20.0,vowel → consonant,1,0,0,1,1
ex01_confused_00146,ex01::LYNN'S WORKING ON SAGE'S LYRICS,0.0,20.0,other/interior,0,0,0,0,0
ex01_confused_00146,ex01::LYNN'S WORKING ON SAGE'S LYRICS,0.0,40.0,other/interior,0,0,1,0,0
ex01_confused_00146,ex01::LYNN'S WORKING ON SAGE'S LYRICS,0.0,40.0,consonant → vowel,1,1,0,1,1
ex01_confused_00146,ex01::LYNN'S WORKING ON SAGE'S LYRICS,0.0,40.0,vowel → consonant,0,1,0,0,0
ex01_confused_00146,ex01::LYNN'S WORKING ON SAGE'S LYRICS,0.0,40.0,vowel → consonant,0,1,0,0,0
ex01_confused_00146,ex01::LYNN'S WORKING ON SAGE'S LYRICS,0.0,40.0,other/interior,0,1,0,1,0
ex01_confused_00146,ex01::LYNN'S WORKING ON SAGE'S LYRICS,0.0,40.0,other/interior,1,1,0,1,1
ex01_confused_00146,ex01::LYNN'S WORKING ON SAGE'S LYRICS,0.0,40.0,other/interior,0,0,0,0,0
ex01_confused_00146,ex01::LYNN'S WORKING ON SAGE'S LYRICS,0.0,40.0,consonant → vowel,1,1,1,1,1
ex01_confused_00146,ex01::LYNN'S WORKING ON SAGE'S LYRICS,0.0,40.0,other/interior,1,1,0,1,1
ex01_confused_00146,ex01::LYNN'S WORKING ON SAGE'S LYRICS,0.0,40.0,vowel → consonant,1,1,0,1,1
ex01_confused_00146,ex01::LYNN'S WORKING ON SAGE'S LYRICS,0.0,40.0,consonant → vowel,1,1,1,1,1
ex01_confused_00146,ex01::LYNN'S WORKING ON SAGE'S LYRICS,0.0,40.0,vowel → consonant,0,1,0,1,0
ex01_confused_00146,ex01::LYNN'S WORKING ON SAGE'S LYRICS,0.0,40.0,vowel → consonant,1,1,0,0,1
ex01_confused_00146,ex01::LYNN'S WORKING ON SAGE'S LYRICS,0.0,40.0,consonant → vowel,0,1,1,1,0
ex01_confused_00146,ex01::LYNN'S WORKING ON SAGE'S LYRICS,0.0,40.0,other/interior,0,1,0,0,0
ex01_confused_00146,ex01::LYNN'S WORKING ON SAGE'S LYRICS,0.0,40.0,vowel → consonant,0,0,0,0,0
ex01_confused_00146,ex01::LYNN'S WORKING ON SAGE'S LYRICS,0.0,40.0,vowel → consonant,1,1,0,1,0
ex01_confused_00146,ex01::LYNN'S WORKING ON SAGE'S LYRICS,0.0,40.0,consonant → vowel,1,1,1,1,1
ex01_confused_00146,ex01::LYNN'S WORKING ON SAGE'S LYRICS,0.0,40.0,other/interior,0,0,0,0,0
ex01_confused_00146,ex01::LYNN'S WORKING ON SAGE'S LYRICS,0.0,40.0,other/interior,0,1,0,0,0
ex01_confused_00146,ex01::LYNN'S WORKING ON SAGE'S LYRICS,0.0,40.0,consonant → vowel,1,1,1,1,1
ex01_confused_00146,ex01::LYNN'S WORKING ON SAGE'S LYRICS,0.0,40.0,consonant → vowel,0,0,0,0,0
ex01_confused_00146,ex01::LYNN'S WORKING ON SAGE'S LYRICS,0.0,40.0,other/interior,0,0,0,0,0
ex01_confused_00146,ex01::LYNN'S WORKING ON SAGE'S LYRICS,0.0,40.0,vowel → consonant,1,1,0,1,1
ex01_confused_00146,ex01::LYNN'S WORKING ON SAGE'S LYRICS,0.0,40.0,vowel → consonant,0,1,0,1,0
ex01_confused_00146,ex01::LYNN'S WORKING ON SAGE'S LYRICS,0.0,40.0,other/interior,1,1,1,0,0
ex01_confused_00146,ex01::LYNN'S WORKING ON SAGE'S LYRICS,0.0,40.0,consonant → vowel,1,1,1,1,1
ex01_confused_00146,ex01::LYNN'S WORKING ON SAGE'S LYRICS,0.0,40.0,vowel → consonant,1,1,0,1,1
ex01_confused_00146,ex01::LYNN'S WORKING ON SAGE'S LYRICS,0.0,40.0,other/interior,1,1,1,1,0
ex01_confused_00146,ex01::LYNN'S WORKING ON SAGE'S LYRICS,0.0,40.0,consonant → vowel,1,1,0,0,0
ex01_confused_00146,ex01::LYNN'S WORKING ON SAGE'S LYRICS,0.0,40.0,vowel → consonant,0,1,0,1,1
ex01_confused_00146,ex01::LYNN'S WORKING ON SAGE'S LYRICS,0.0,40.0,vowel → consonant,1,0,0,1,1
ex01_confused_00146,ex01::LYNN'S WORKING ON SAGE'S LYRICS,0.0,40.0,other/interior,0,0,0,0,0
ex01_confused_00146,ex01::LYNN'S WORKING ON SAGE'S LYRICS,12.5,20.0,other/interior,0,0,1,0,0
ex01_confused_00146,ex01::LYNN'S WORKING ON SAGE'S LYRICS,12.5,20.0,consonant → vowel,1,1,0,1,1
ex01_confused_00146,ex01::LYNN'S WORKING ON SAGE'S LYRICS,12.5,20.0,vowel → consonant,0,1,0,0,0
ex01_confused_00146,ex01::LYNN'S WORKING ON SAGE'S LYRICS,12.5,20.0,other/interior,0,1,0,0,0
ex01_confused_00146,ex01::LYNN'S WORKING ON SAGE'S LYRICS,12.5,20.0,other/interior,0,1,0,1,0
ex01_confused_00146,ex01::LYNN'S WORKING ON SAGE'S LYRICS,12.5,20.0,other/interior,1,1,0,1,1
ex01_confused_00146,ex01::LYNN'S WORKING ON SAGE'S LYRICS,12.5,20.0,other/interior,0,0,0,0,0
ex01_confused_00146,ex01::LYNN'S WORKING ON SAGE'S LYRICS,12.5,20.0,consonant → vowel,1,1,1,1,1
ex01_confused_00146,ex01::LYNN'S WORKING ON SAGE'S LYRICS,12.5,20.0,other/interior,1,1,0,1,1
ex01_confused_00146,ex01::LYNN'S WORKING ON SAGE'S LYRICS,12.5,20.0,vowel → consonant,1,1,0,1,1
ex01_confused_00146,ex01::LYNN'S WORKING ON SAGE'S LYRICS,12.5,20.0,consonant → vowel,1,1,1,1,1
ex01_confused_00146,ex01::LYNN'S WORKING ON SAGE'S LYRICS,12.5,20.0,vowel → consonant,0,1,0,1,0
ex01_confused_00146,ex01::LYNN'S WORKING ON SAGE'S LYRICS,12.5,20.0,other/interior,1,1,0,0,1
ex01_confused_00146,ex01::LYNN'S WORKING ON SAGE'S LYRICS,12.5,20.0,other/interior,0,1,1,1,0
ex01_confused_00146,ex01::LYNN'S WORKING ON SAGE'S LYRICS,12.5,20.0,other/interior,0,1,0,0,0
ex01_confused_00146,ex01::LYNN'S WORKING ON SAGE'S LYRICS,12.5,20.0,vowel → consonant,0,0,0,0,0
ex01_confused_00146,ex01::LYNN'S WORKING ON SAGE'S LYRICS,12.5,20.0,other/interior,1,1,0,1,0
ex01_confused_00146,ex01::LYNN'S WORKING ON SAGE'S LYRICS,12.5,20.0,consonant → vowel,1,1,1,1,1
ex01_confused_00146,ex01::LYNN'S WORKING ON SAGE'S LYRICS,12.5,20.0,other/interior,0,0,0,0,0
ex01_confused_00146,ex01::LYNN'S WORKING ON SAGE'S LYRICS,12.5,20.0,other/interior,0,1,0,0,0
ex01_confused_00146,ex01::LYNN'S WORKING ON SAGE'S LYRICS,12.5,20.0,consonant → vowel,1,1,1,1,1
ex01_confused_00146,ex01::LYNN'S WORKING ON SAGE'S LYRICS,12.5,20.0,other/interior,0,0,0,0,0
ex01_confused_00146,ex01::LYNN'S WORKING ON SAGE'S LYRICS,12.5,20.0,other/interior,0,0,0,0,0
ex01_confused_00146,ex01::LYNN'S WORKING ON SAGE'S LYRICS,12.5,20.0,vowel → consonant,1,1,0,1,1
ex01_confused_00146,ex01::LYNN'S WORKING ON SAGE'S LYRICS,12.5,20.0,other/interior,0,1,0,1,0
ex01_confused_00146,ex01::LYNN'S WORKING ON SAGE'S LYRICS,12.5,20.0,other/interior,1,1,1,0,0
ex01_confused_00146,ex01::LYNN'S WORKING ON SAGE'S LYRICS,12.5,20.0,consonant → vowel,1,1,1,1,1
ex01_confused_00146,ex01::LYNN'S WORKING ON SAGE'S LYRICS,12.5,20.0,other/interior,1,1,0,1,1
ex01_confused_00146,ex01::LYNN'S WORKING ON SAGE'S LYRICS,12.5,20.0,other/interior,1,1,1,1,0
ex01_confused_00146,ex01::LYNN'S WORKING ON SAGE'S LYRICS,12.5,20.0,other/interior,1,1,0,0,0
ex01_confused_00146,ex01::LYNN'S WORKING ON SAGE'S LYRICS,12.5,20.0,vowel → consonant,0,1,0,1,1
ex01_confused_00146,ex01::LYNN'S WORKING ON SAGE'S LYRICS,12.5,20.0,other/interior,1,0,0,1,1
ex01_confused_00146,ex01::LYNN'S WORKING ON SAGE'S LYRICS,12.5,20.0,other/interior,0,0,0,0,0
ex01_confused_00146,ex01::LYNN'S WORKING ON SAGE'S LYRICS,12.5,40.0,other/interior,0,0,1,0,0
ex01_confused_00146,ex01::LYNN'S WORKING ON SAGE'S LYRICS,12.5,40.0,consonant → vowel,1,1,0,1,1
ex01_confused_00146,ex01::LYNN'S WORKING ON SAGE'S LYRICS,12.5,40.0,vowel → consonant,0,1,0,0,0
ex01_confused_00146,ex01::LYNN'S WORKING ON SAGE'S LYRICS,12.5,40.0,other/interior,0,1,0,0,0
ex01_confused_00146,ex01::LYNN'S WORKING ON SAGE'S LYRICS,12.5,40.0,other/interior,0,1,0,1,0
ex01_confused_00146,ex01::LYNN'S WORKING ON SAGE'S LYRICS,12.5,40.0,other/interior,1,1,0,1,1
ex01_confused_00146,ex01::LYNN'S WORKING ON SAGE'S LYRICS,12.5,40.0,other/interior,0,0,0,0,0
ex01_confused_00146,ex01::LYNN'S WORKING ON SAGE'S LYRICS,12.5,40.0,consonant → vowel,1,1,1,1,1
ex01_confused_00146,ex01::LYNN'S WORKING ON SAGE'S LYRICS,12.5,40.0,vowel → consonant,1,1,0,1,1
ex01_confused_00146,ex01::LYNN'S WORKING ON SAGE'S LYRICS,12.5,40.0,vowel → consonant,1,1,0,1,1
ex01_confused_00146,ex01::LYNN'S WORKING ON SAGE'S LYRICS,12.5,40.0,consonant → vowel,1,1,1,1,1
ex01_confused_00146,ex01::LYNN'S WORKING ON SAGE'S LYRICS,12.5,40.0,vowel → consonant,0,1,0,1,0
ex01_confused_00146,ex01::LYNN'S WORKING ON SAGE'S LYRICS,12.5,40.0,consonant → vowel,1,1,0,0,1
ex01_confused_00146,ex01::LYNN'S WORKING ON SAGE'S LYRICS,12.5,40.0,consonant → vowel,0,1,1,1,0
ex01_confused_00146,ex01::LYNN'S WORKING ON SAGE'S LYRICS,12.5,40.0,vowel → consonant,0,1,0,0,0
ex01_confused_00146,ex01::LYNN'S WORKING ON SAGE'S LYRICS,12.5,40.0,vowel → consonant,0,0,0,0,0
