uid,block,style,t,word,phone,phone_class,nearest_transition,edge_distance_ms,right_phone,word_start,stress,phone_duration,word_fraction,envelope,slope,slope_quartile,change,change_quartile,voiced,emotion_3408,intent_3408_last,speaker_count_3408_last,emotion_3407,emotion_3409
ex01_confused_00028,ex01::HE WROTE GULLIVER'S TRAVEL,confused,2.24,gulliver's,L,sonorant,sonorant → vowel,20.0,IH0,False,unstressed,0.11999999999999966,0.31707317073170765,0.9478348022245454,2.127720700647237,3,0.3065308928489685,3,True,0,1,0,1,1
ex01_confused_00028,ex01::HE WROTE GULLIVER'S TRAVEL,confused,2.28,gulliver's,IH0,vowel,vowel → fricative,20.0,V,False,not vowel onset,0.040000000000000036,0.36585365853658575,0.6574773876538897,-10.961677037559413,0,0.15408682823181152,2,True,0,0,0,0,0
ex01_confused_00028,ex01::HE WROTE GULLIVER'S TRAVEL,confused,2.32,gulliver's,V,fricative,vowel → fricative,20.0,V,False,not vowel onset,0.13000000000000034,0.41463414634146334,0.3301485094164334,-4.218334923940247,0,0.17038261890411377,3,True,1,1,0,1,1
ex01_confused_00028,ex01::HE WROTE GULLIVER'S TRAVEL,confused,2.42,gulliver's,V,fricative,fricative → vowel,10.0,ER0,False,unstressed,0.13000000000000034,0.5365853658536586,0.4357970654400412,7.162073972762769,3,0.15372991561889648,2,True,0,1,1,0,0
ex01_confused_00028,ex01::HE WROTE GULLIVER'S TRAVEL,confused,2.56,gulliver's,ER0,vowel,interior (>20 ms),110.0,,False,not vowel onset,0.23999999999999977,0.7073170731707319,0.9845375200116256,-4.160846686073305,0,0.08179652690887451,1,True,0,1,0,0,0
ex01_confused_00028,ex01::HE WROTE GULLIVER'S TRAVEL,confused,2.6,gulliver's,ER0,vowel,interior (>20 ms),70.0,,False,not vowel onset,0.23999999999999977,0.75609756097561,0.7715408681882034,-5.047066933759742,0,0.05422937870025635,1,True,0,0,0,0,0
ex01_confused_00028,ex01::HE WROTE GULLIVER'S TRAVEL,confused,2.64,gulliver's,ER0,vowel,interior (>20 ms),30.0,,False,not vowel onset,0.23999999999999977,0.8048780487804882,0.5815419368477533,-5.716084494235898,0,0.09764671325683594,2,True,1,1,0,1,0
ex01_confused_00028,ex01::HE WROTE GULLIVER'S TRAVEL,confused,2.68,gulliver's,Z,fricative,vowel → fricative,10.0,Z,False,not vowel onset,0.1299999999999999,0.8536585365853663,0.3306767478236675,-4.372823341770675,0,0.23042595386505127,3,True,0,1,0,0,1
ex01_confused_00028,ex01::HE WROTE GULLIVER'S TRAVEL,confused,2.78,gulliver's,Z,fricative,fricative → stop/affricate,20.0,T,False,not vowel onset,0.1299999999999999,0.9756097560975615,0.2666244158703992,-1.9062116316725157,0,0.3129165768623352,3,False,1,1,0,1,0
ex01_confused_00028,ex01::HE WROTE GULLIVER'S TRAVEL,confused,2.96,travel,R,sonorant,stop/affricate → sonorant,20.0,R,False,not vowel onset,0.040000000000000036,0.23188405797101458,0.5754639183868016,4.716788879583428,3,0.24801623821258545,3,True,1,1,1,1,1
ex01_confused_00028,ex01::HE WROTE GULLIVER'S TRAVEL,confused,3.06,travel,AE1,vowel,interior (>20 ms),40.0,,False,not vowel onset,0.1200000000000001,0.37681159420289867,0.5830884722846933,-2.623474988194957,0,0.047361552715301514,1,True,1,1,0,1,1
ex01_confused_00028,ex01::HE WROTE GULLIVER'S TRAVEL,confused,3.1,travel,V,fricative,vowel → fricative,0.0,V,False,not vowel onset,0.10000000000000009,0.43478260869565233,0.3460364860111973,-7.707901383616983,0,0.32521212100982666,3,True,1,1,0,1,1
ex01_confused_00028,ex01::HE WROTE GULLIVER'S TRAVEL,confused,3.18,travel,V,fricative,fricative → vowel,20.0,AH0,False,unstressed,0.10000000000000009,0.5507246376811596,0.0956994837889713,1.811630665122613,3,0.22709619998931885,3,False,0,1,1,1,0
ex01_confused_00028,ex01::HE WROTE GULLIVER'S TRAVEL,confused,3.32,travel,L,sonorant,interior (>20 ms),80.0,,False,not vowel onset,0.25,0.7536231884057973,0.19523139946766932,-1.5743614673047455,1,0.042939066886901855,0,False,0,1,1,1,0
ex01_confused_00146,ex01::LYNN'S WORKING ON SAGE'S LYRICS,confused,0.32,lynn's,L,sonorant,interior (>20 ms),80.0,,False,not vowel onset,0.39,0.1126760563380282,0.28099889365140124,2.8675096200943715,3,0.08288127183914185,0,False,0,0,1,0,0
ex01_confused_00146,ex01::LYNN'S WORKING ON SAGE'S LYRICS,confused,0.6,lynn's,L,sonorant,interior (>20 ms),30.0,,False,not vowel onset,0.39,0.5070422535211268,0.7305916054293468,10.345543416869956,3,0.2155858278274536,2,True,1,1,0,1,1
ex01_confused_00146,ex01::LYNN'S WORKING ON SAGE'S LYRICS,confused,0.72,lynn's,IH1,vowel,vowel → sonorant,10.0,N,False,not vowel onset,0.09999999999999998,0.676056338028169,0.7978517837426056,-1.1727038600944484,1,0.18187546730041504,2,True,0,1,0,0,0
ex01_confused_00146,ex01::LYNN'S WORKING ON SAGE'S LYRICS,confused,0.76,lynn's,N,sonorant,interior (>20 ms),30.0,,False,not vowel onset,0.14,0.7323943661971831,0.8380427206063481,1.250847774755448,2,0.23621922731399536,3,True,0,1,0,0,0
ex01_confused_00146,ex01::LYNN'S WORKING ON SAGE'S LYRICS,confused,0.82,lynn's,N,sonorant,interior (>20 ms),50.0,,False,not vowel onset,0.14,0.8169014084507044,0.8804262271476669,-4.322486999525044,0,0.1801721453666687,2,True,0,1,0,1,0
ex01_confused_00146,ex01::LYNN'S WORKING ON SAGE'S LYRICS,confused,0.86,lynn's,N,sonorant,sonorant → fricative,10.0,Z,False,not vowel onset,0.14,0.8732394366197184,0.5259302646997591,-8.599086202611025,0,0.3019357919692993,3,True,1,1,0,1,1
ex01_confused_00146,ex01::LYNN'S WORKING ON SAGE'S LYRICS,confused,0.9,lynn's,Z,fricative,interior (>20 ms),30.0,,False,not vowel onset,0.07999999999999996,0.9295774647887325,0.3547034965320882,-0.3494873676921362,1,0.2089322805404663,2,True,0,0,0,0,0
ex01_confused_00146,ex01::LYNN'S WORKING ON SAGE'S LYRICS,confused,1.04,working,W,sonorant,interior (>20 ms),30.0,,False,not vowel onset,0.1200000000000001,0.18000000000000016,1.1224059515998106,17.17559169451507,3,0.18580222129821777,2,True,1,1,1,1,1
ex01_confused_00146,ex01::LYNN'S WORKING ON SAGE'S LYRICS,confused,1.14,working,ER1,vowel,interior (>20 ms),50.0,,False,not vowel onset,0.11999999999999988,0.38000000000000034,0.9765777456488366,-12.791721763271706,0,0.11469805240631104,1,True,1,1,0,1,1
ex01_confused_00146,ex01::LYNN'S WORKING ON SAGE'S LYRICS,confused,1.18,working,ER1,vowel,vowel → stop/affricate,10.0,K,False,not vowel onset,0.11999999999999988,0.45999999999999996,0.3384525207983618,-13.831625653617612,0,0.27087873220443726,3,True,1,1,0,1,1
ex01_confused_00146,ex01::LYNN'S WORKING ON SAGE'S LYRICS,confused,1.28,working,K,stop/affricate,stop/affricate → vowel,10.0,IH0,False,unstressed,0.10000000000000009,0.6600000000000001,0.3513235513887691,9.90820897557924,3,0.31172871589660645,3,True,1,1,1,1,1
ex01_confused_00146,ex01::LYNN'S WORKING ON SAGE'S LYRICS,confused,1.36,working,NG,sonorant,vowel → sonorant,0.0,NG,False,not vowel onset,0.08999999999999986,0.8200000000000003,0.7329398740524526,1.77797189715376,3,0.22590714693069458,2,True,0,1,0,1,0
ex01_confused_00146,ex01::LYNN'S WORKING ON SAGE'S LYRICS,confused,1.4,working,NG,sonorant,interior (>20 ms),40.0,,False,not vowel onset,0.08999999999999986,0.9000000000000004,0.7851995654072422,0.24481322794708826,2,0.11325126886367798,1,True,1,1,0,0,1
ex01_confused_00146,ex01::LYNN'S WORKING ON SAGE'S LYRICS,confused,1.46,on,AA1,vowel,sonorant → vowel,10.0,AA1,True,primary,0.14000000000000012,0.040000000000000036,0.8454926037359894,3.194080401542204,3,0.2417762279510498,3,True,0,1,1,1,0
ex01_confused_00146,ex01::LYNN'S WORKING ON SAGE'S LYRICS,confused,1.54,on,AA1,vowel,interior (>20 ms),50.0,,False,not vowel onset,0.14000000000000012,0.3600000000000003,0.9961226722150124,-1.7761850536262251,0,0.04781520366668701,0,True,0,1,0,0,0
ex01_confused_00146,ex01::LYNN'S WORKING ON SAGE'S LYRICS,confused,1.58,on,AA1,vowel,vowel → sonorant,10.0,N,False,not vowel onset,0.14000000000000012,0.5200000000000005,0.8447494644511828,-4.043580229560048,0,0.11164438724517822,1,True,0,0,0,0,0
ex01_confused_00146,ex01::LYNN'S WORKING ON SAGE'S LYRICS,confused,1.62,on,N,sonorant,interior (>20 ms),30.0,,False,not vowel onset,0.10999999999999988,0.6800000000000006,0.7598393160519017,-0.3136100231728417,1,0.17476928234100342,2,True,1,1,0,1,0
ex01_confused_00146,ex01::LYNN'S WORKING ON SAGE'S LYRICS,confused,1.88,sage's,EY1,vowel,fricative → vowel,0.0,EY1,False,primary,0.18999999999999995,0.272727272727273,0.705122949427621,11.781732238432705,3,0.3044355511665344,3,True,1,1,1,1,1
ex01_confused_00146,ex01::LYNN'S WORKING ON SAGE'S LYRICS,confused,1.98,sage's,EY1,vowel,interior (>20 ms),90.0,,False,not vowel onset,0.18999999999999995,0.4242424242424243,0.7640033896809431,1.1757949053541494,2,0.10222196578979492,1,True,0,0,0,0,0
ex01_confused_00146,ex01::LYNN'S WORKING ON SAGE'S LYRICS,confused,2.02,sage's,EY1,vowel,interior (>20 ms),50.0,,False,not vowel onset,0.18999999999999995,0.48484848484848503,0.8182325936675453,-3.0981875010959223,0,0.08234882354736328,0,True,0,1,0,0,0
ex01_confused_00146,ex01::LYNN'S WORKING ON SAGE'S LYRICS,confused,2.14,sage's,JH,stop/affricate,stop/affricate → vowel,20.0,AH0,False,unstressed,0.0900000000000003,0.666666666666667,0.2971361079633248,5.897612735012377,3,0.2885998487472534,3,True,1,1,1,1,1
ex01_confused_00146,ex01::LYNN'S WORKING ON SAGE'S LYRICS,confused,2.2,sage's,AH0,vowel,interior (>20 ms),40.0,,False,not vowel onset,0.13999999999999968,0.757575757575758,0.5442740535520887,-0.5272204358538812,1,0.1046149730682373,1,True,0,0,0,0,0
ex01_confused_00146,ex01::LYNN'S WORKING ON SAGE'S LYRICS,confused,2.24,sage's,AH0,vowel,interior (>20 ms),60.0,,False,not vowel onset,0.13999999999999968,0.8181818181818187,0.4205136985701834,-4.268834179169057,0,0.11514586210250854,1,True,0,0,0,0,0
ex01_confused_00146,ex01::LYNN'S WORKING ON SAGE'S LYRICS,confused,2.28,sage's,AH0,vowel,vowel → fricative,20.0,Z,False,not vowel onset,0.13999999999999968,0.8787878787878793,0.26605304116996226,-2.0200542045522405,0,0.17771315574645996,2,True,1,1,0,1,1
ex01_confused_00146,ex01::LYNN'S WORKING ON SAGE'S LYRICS,confused,2.32,sage's,Z,fricative,vowel → fricative,20.0,Z,False,not vowel onset,0.06000000000000005,0.9393939393939393,0.27463168964166795,1.3600259492262832,2,0.1431683897972107,1,True,0,1,0,1,0
ex01_confused_00146,ex01::LYNN'S WORKING ON SAGE'S LYRICS,confused,2.38,lyrics,L,sonorant,fricative → sonorant,20.0,L,False,not vowel onset,0.18999999999999995,0.020202020202020214,0.31287509810586156,-0.5219503230978778,1,0.15146589279174805,2,True,1,1,1,0,0
ex01_confused_00146,ex01::LYNN'S WORKING ON SAGE'S LYRICS,confused,2.54,lyrics,L,sonorant,sonorant → vowel,10.0,IH1,False,primary,0.18999999999999995,0.18181818181818193,0.5070012599290756,1.0347590625069152,2,0.1300654411315918,1,True,1,1,1,1,1
ex01_confused_00146,ex01::LYNN'S WORKING ON SAGE'S LYRICS,confused,2.66,lyrics,R,sonorant,vowel → sonorant,20.0,R,False,not vowel onset,0.13999999999999968,0.30303030303030326,0.6906391345405092,0.7231032535304827,2,0.1662379503250122,2,True,1,1,0,1,1
ex01_confused_00146,ex01::LYNN'S WORKING ON SAGE'S LYRICS,confused,2.72,lyrics,R,sonorant,interior (>20 ms),60.0,,False,not vowel onset,0.13999999999999968,0.36363636363636387,0.5642844117768409,-1.1589933169314615,1,0.25345027446746826,3,True,1,1,1,1,0
ex01_confused_00146,ex01::LYNN'S WORKING ON SAGE'S LYRICS,confused,2.82,lyrics,IH0,vowel,interior (>20 ms),40.0,,False,not vowel onset,0.11000000000000032,0.46464646464646453,0.4414645146257495,-5.147822820387765,0,0.048959195613861084,0,True,1,1,0,0,0
ex01_confused_00146,ex01::LYNN'S WORKING ON SAGE'S LYRICS,confused,2.86,lyrics,IH0,vowel,interior (>20 ms),30.0,,False,not vowel onset,0.11000000000000032,0.505050505050505,0.17144928608712373,-5.779247226280118,0,0.21693778038024902,2,True,0,1,0,1,1
ex01_confused_00146,ex01::LYNN'S WORKING ON SAGE'S LYRICS,confused,2.9,lyrics,K,stop/affricate,vowel → stop/affricate,10.0,K,False,not vowel onset,0.06999999999999984,0.5454545454545454,0.04537715475528975,-0.7667708808470866,1,0.327212929725647,3,False,1,0,0,1,1
ex01_confused_00146,ex01::LYNN'S WORKING ON SAGE'S LYRICS,confused,3.06,lyrics,S,fricative,interior (>20 ms),100.0,,False,not vowel onset,0.3900000000000001,0.7070707070707071,0.17288286563913996,-0.505260211463246,1,0.010067939758300781,0,False,0,0,0,0,0
ex01_confused_00156,ex01::WHAT DID THE DEVIL DO NOW,confused,0.4,what,W,sonorant,interior (>20 ms),30.0,,False,not vowel onset,0.28,0.5800000000000001,0.7057158809812094,6.817507910030409,3,0.1845036745071411,2,True,1,1,0,1,1
ex01_confused_00156,ex01::WHAT DID THE DEVIL DO NOW,confused,0.48,what,AH1,vowel,interior (>20 ms),30.0,,False,not vowel onset,0.08000000000000002,0.74,0.7941305218609735,-11.478326584561128,0,0.0928756594657898,2,True,0,0,0,0,0
ex01_confused_00156,ex01::WHAT DID THE DEVIL DO NOW,confused,0.52,what,T,stop/affricate,vowel → stop/affricate,10.0,T,False,not vowel onset,0.09999999999999998,0.8200000000000001,0.21634827837188467,-10.98724742517669,0,0.4144303798675537,3,False,1,1,0,1,1
ex01_confused_00156,ex01::WHAT DID THE DEVIL DO NOW,confused,0.64,did,D,stop/affricate,stop/affricate → vowel,20.0,IH0,False,unstressed,0.050000000000000044,0.20000000000000015,0.4476977596060207,12.766810410102993,3,0.3537823557853699,3,True,1,1,1,1,1
ex01_confused_00156,ex01::WHAT DID THE DEVIL DO NOW,confused,0.7,did,IH0,vowel,vowel → stop/affricate,20.0,D,False,not vowel onset,0.05999999999999994,0.6000000000000004,0.6026067453300612,-10.54332293885147,0,0.18533539772033691,2,True,0,0,0,0,0
ex01_confused_00156,ex01::WHAT DID THE DEVIL DO NOW,confused,0.74,did,D,stop/affricate,vowel → stop/affricate,20.0,D,False,not vowel onset,0.040000000000000036,0.8666666666666666,0.20568465663351623,-3.064734357915844,0,0.4376589059829712,3,True,0,0,0,0,0
ex01_confused_00156,ex01::WHAT DID THE DEVIL DO NOW,confused,0.78,the,DH,fricative,stop/affricate → fricative,20.0,DH,False,not vowel onset,0.040000000000000036,0.20000000000000023,0.39037906079556456,9.439003888041567,3,0.3383060097694397,3,True,1,1,1,1,1
ex01_confused_00156,ex01::WHAT DID THE DEVIL DO NOW,confused,0.82,the,AH0,vowel,fricative → vowel,20.0,AH0,False,unstressed,0.05999999999999994,0.6000000000000006,0.6322284099879547,-3.9407738934711984,0,0.2770425081253052,3,True,0,0,0,0,0
ex01_confused_00156,ex01::WHAT DID THE DEVIL DO NOW,confused,0.86,devil,D,stop/affricate,vowel → stop/affricate,0.0,D,True,not vowel onset,0.07999999999999996,0.0,0.24680780705100813,-7.023859401129025,0,0.3468093276023865,3,True,0,0,0,0,0
ex01_confused_00156,ex01::WHAT DID THE DEVIL DO NOW,confused,0.94,devil,EH1,vowel,stop/affricate → vowel,0.0,EH1,False,primary,0.09000000000000008,0.2285714285714288,1.087639063996592,19.6179730949536,3,0.4778006076812744,3,True,1,1,1,1,1
ex01_confused_00156,ex01::WHAT DID THE DEVIL DO NOW,confused,1.02,devil,EH1,vowel,vowel → fricative,10.0,V,False,not vowel onset,0.09000000000000008,0.45714285714285724,0.6523024921953279,-18.898164235820982,0,0.3368699550628662,3,True,1,1,0,1,1
ex01_confused_00156,ex01::WHAT DID THE DEVIL DO NOW,confused,1.06,devil,V,fricative,interior (>20 ms),30.0,,False,not vowel onset,0.07000000000000006,0.5714285714285716,0.20203841530427907,-1.7960537505867213,1,0.24210238456726074,3,True,0,0,0,0,0
ex01_confused_00156,ex01::WHAT DID THE DEVIL DO NOW,confused,1.12,devil,AH0,vowel,vowel → sonorant,20.0,L,False,not vowel onset,0.039999999999999813,0.7428571428571432,0.6353184240792309,10.526073170405816,3,0.2097550630569458,3,True,1,1,1,1,1
ex01_confused_00156,ex01::WHAT DID THE DEVIL DO NOW,confused,1.18,devil,L,sonorant,interior (>20 ms),30.0,,False,not vowel onset,0.07000000000000006,0.9142857142857143,0.7804582736509323,-9.395634661248941,0,0.16946721076965332,2,True,0,1,0,0,0
ex01_confused_00156,ex01::WHAT DID THE DEVIL DO NOW,confused,1.32,do,UW1,vowel,stop/affricate → vowel,0.0,UW1,False,primary,0.30000000000000004,0.2682926829268294,0.6711410821194329,13.432715871380656,3,0.3851773738861084,3,True,1,1,1,1,1
ex01_confused_00156,ex01::WHAT DID THE DEVIL DO NOW,confused,1.44,do,UW1,vowel,interior (>20 ms),120.0,,False,not vowel onset,0.30000000000000004,0.5609756097560973,0.9384767594934218,-0.8803450444719779,1,0.05841463804244995,1,True,1,1,0,1,1
ex01_confused_00156,ex01::WHAT DID THE DEVIL DO NOW,confused,1.68,now,N,sonorant,interior (>20 ms),60.0,,False,not vowel onset,0.4099999999999997,0.05769230769230753,0.7350748244097955,4.244157878278354,3,0.0504460334777832,1,True,1,1,0,1,1
ex01_confused_00156,ex01::WHAT DID THE DEVIL DO NOW,confused,2.04,now,AW1,vowel,sonorant → vowel,10.0,AW1,False,primary,0.6300000000000003,0.40384615384615374,0.39053108678522575,-1.3018606525828604,1,0.1086958646774292,2,True,1,1,1,1,1
ex01_confused_00156,ex01::WHAT DID THE DEVIL DO NOW,confused,2.26,now,AW1,vowel,interior (>20 ms),230.0,,False,not vowel onset,0.6300000000000003,0.6153846153846155,0.36821140949819625,2.2742167891738245,3,0.06485950946807861,1,False,1,1,0,1,1
ex01_confused_00156,ex01::WHAT DID THE DEVIL DO NOW,confused,2.48,now,AW1,vowel,interior (>20 ms),180.0,,False,not vowel onset,0.6300000000000003,0.8269230769230768,0.35526816317247545,-0.670133243379506,1,0.05121910572052002,1,True,0,1,1,1,0
ex01_confused_00163,ex01::OUT OF NOWHERE YOU GET BLINDSIDED,confused,0.24,out,AW1,vowel,interior (>20 ms),60.0,,False,not vowel onset,0.15999999999999998,0.4999999999999999,0.7855476485774764,1.0157497185181967,2,0.08336520195007324,0,True,1,1,0,0,1
ex01_confused_00163,ex01::OUT OF NOWHERE YOU GET BLINDSIDED,confused,0.28,out,AW1,vowel,vowel → stop/affricate,20.0,T,False,not vowel onset,0.15999999999999998,0.7000000000000001,0.7572119530122245,-2.8565970398791802,0,0.19908130168914795,1,True,0,1,0,0,0
ex01_confused_00163,ex01::OUT OF NOWHERE YOU GET BLINDSIDED,confused,0.32,out,T,stop/affricate,vowel → stop/affricate,20.0,T,False,not vowel onset,0.040000000000000036,0.8999999999999999,0.7039962831592862,1.9934195268934085,2,0.26165932416915894,2,True,0,1,0,1,0
ex01_confused_00163,ex01::OUT OF NOWHERE YOU GET BLINDSIDED,confused,0.36,of,AH0,vowel,stop/affricate → vowel,20.0,AH0,True,unstressed,0.06999999999999995,0.1538461538461536,0.7443468631571714,-4.0538429923759915,0,0.28677642345428467,2,True,0,0,0,0,0
ex01_confused_00163,ex01::OUT OF NOWHERE YOU GET BLINDSIDED,confused,0.4,of,AH0,vowel,vowel → fricative,10.0,V,False,not vowel onset,0.06999999999999995,0.4615384615384617,0.43620798910293224,-6.939753778365801,0,0.2282302975654602,2,True,0,0,0,0,0
ex01_confused_00163,ex01::OUT OF NOWHERE YOU GET BLINDSIDED,confused,0.44,of,V,fricative,interior (>20 ms),30.0,,False,not vowel onset,0.06,0.7692307692307694,0.32940274871460756,3.0715566742202465,3,0.15541011095046997,0,True,1,1,0,1,1
ex01_confused_00163,ex01::OUT OF NOWHERE YOU GET BLINDSIDED,confused,0.56,nowhere,N,sonorant,sonorant → vowel,10.0,OW1,False,primary,0.09999999999999998,0.24324324324324345,0.7544134493899943,2.866720223691152,3,0.36912262439727783,3,True,1,1,1,1,1
ex01_confused_00163,ex01::OUT OF NOWHERE YOU GET BLINDSIDED,confused,0.64,nowhere,OW1,vowel,interior (>20 ms),40.0,,False,not vowel onset,0.1100000000000001,0.4594594594594596,0.9898540451977872,1.0639250719973736,2,0.1753629446029663,1,True,0,1,0,0,0
ex01_confused_00163,ex01::OUT OF NOWHERE YOU GET BLINDSIDED,confused,0.68,nowhere,W,sonorant,vowel → sonorant,0.0,W,False,not vowel onset,0.08999999999999997,0.5675675675675678,0.991234923347265,-3.6418480169856435,0,0.25896739959716797,2,True,0,0,0,0,0
ex01_confused_00163,ex01::OUT OF NOWHERE YOU GET BLINDSIDED,confused,0.76,nowhere,W,sonorant,sonorant → vowel,10.0,EH2,False,secondary,0.08999999999999997,0.7837837837837839,1.0721393839921418,3.2316496634534424,3,0.19702661037445068,1,True,1,1,1,1,1
ex01_confused_00163,ex01::OUT OF NOWHERE YOU GET BLINDSIDED,confused,0.84,you,Y,sonorant,sonorant → sonorant,0.0,Y,True,not vowel onset,0.10999999999999999,0.0,1.0107128714644542,-1.731951715945959,1,0.19289159774780273,1,True,0,1,0,0,0
ex01_confused_00163,ex01::OUT OF NOWHERE YOU GET BLINDSIDED,confused,0.88,you,Y,sonorant,interior (>20 ms),40.0,,False,not vowel onset,0.10999999999999999,0.25000000000000017,0.8346202360714274,-6.246251790906515,0,0.32117539644241333,3,True,0,0,0,0,0
ex01_confused_00163,ex01::OUT OF NOWHERE YOU GET BLINDSIDED,confused,0.92,you,Y,sonorant,interior (>20 ms),30.0,,False,not vowel onset,0.10999999999999999,0.5000000000000003,0.676826686200343,-0.7460616189770009,1,0.26396143436431885,2,True,1,1,1,1,1
ex01_confused_00163,ex01::OUT OF NOWHERE YOU GET BLINDSIDED,confused,0.96,you,UW1,vowel,sonorant → vowel,10.0,UW1,False,primary,0.050000000000000044,0.7499999999999998,0.6040444781777691,-6.81114174215088,0,0.08138465881347656,0,True,0,0,0,0,0
ex01_confused_00163,ex01::OUT OF NOWHERE YOU GET BLINDSIDED,confused,1.0,get,G,stop/affricate,vowel → stop/affricate,0.0,G,True,not vowel onset,0.07000000000000006,0.0,0.2194773942000352,-5.961729285405886,0,0.401212215423584,3,True,0,0,0,0,0
ex01_confused_00163,ex01::OUT OF NOWHERE YOU GET BLINDSIDED,confused,1.06,get,G,stop/affricate,stop/affricate → vowel,10.0,IH1,False,primary,0.07000000000000006,0.2500000000000002,0.6843006675333737,14.214446018475346,3,0.40901046991348267,3,True,1,1,1,1,1
ex01_confused_00163,ex01::OUT OF NOWHERE YOU GET BLINDSIDED,confused,1.12,get,IH1,vowel,vowel → stop/affricate,20.0,T,False,not vowel onset,0.06999999999999984,0.5000000000000004,0.6122144789468787,-14.953044582385871,0,0.3166666030883789,2,True,0,0,0,0,0
ex01_confused_00163,ex01::OUT OF NOWHERE YOU GET BLINDSIDED,confused,1.16,get,T,stop/affricate,vowel → stop/affricate,20.0,T,False,not vowel onset,0.10000000000000009,0.6666666666666664,0.11167762964149897,-6.018787960141664,0,0.32353270053863525,3,True,0,1,0,1,0
